"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"1104",2724,"SBNHM","86031","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Anthropocene",NA,1950,1951,"Summer",8,15.94393,1.673676,33.56,18.38,24.84,0.55,4.16,0.87,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,158.2609,369.9562,23,0.9239615,NA,NA,NA,NA,NA,NA,712.4439697,712.4439697,"no",NA,3
"1105",2725,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,10.85,5.91,8.01,0.55,1.4,0.16,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1106",2726,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,12.12,6.86,9.12,0.57,1.54,0.36,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1107",2727,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,16.9,9.39,12.6,0.56,1.67,0.48,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1108",2728,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,13.42,7.83,10.25,0.58,1.68,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1109",2729,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,14.19,8.74,11.14,0.62,1.81,0.6,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1110",2730,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,14.28,8.78,11.2,0.62,1.9,0.43,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1111",2731,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,16.92,9.94,12.97,0.59,2.01,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1112",2732,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,17.11,9.38,12.67,0.55,2.03,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1113",2733,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,19.34,11.27,14.76,0.58,2.31,0.47,NA,NA,1,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1114",2734,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,19.94,11.28,15,0.57,2.44,0.71,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1115",2735,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,24.64,13.12,17.98,0.53,2.48,0.39,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1116",2736,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,23,12.62,17.04,0.55,2.53,0.59,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1117",2737,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,20.52,11.88,15.61,0.58,2.6,0.43,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1118",2738,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,22.39,12.9,17,0.58,2.65,0.45,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1119",2739,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,22.1,12,16.28,0.54,2.67,0.52,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1120",2740,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,22.17,12.29,16.51,0.55,2.68,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1121",2741,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,20.49,10.34,14.56,0.51,2.69,0.63,NA,NA,1,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1122",2742,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,22.31,13.05,17.06,0.59,2.72,0.37,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1123",2743,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,27.52,16.52,21.32,0.6,2.77,0.34,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1124",2744,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,25.35,13.86,18.74,0.55,2.89,0.46,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1125",2745,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,20.66,12.2,15.88,0.59,2.94,0.51,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1126",2746,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,27.45,14.51,19.96,0.53,3.1,0.67,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1127",2747,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,23.83,13.36,17.84,0.56,3.15,0.55,NA,NA,0,0,0,0,0,0,1,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,23
"1128",2750,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,18.47,11.65,14.67,0.63,2.5,0.65,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1129",2751,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,22.09,13,16.95,0.59,2.78,0.68,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1130",2752,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,22.66,14.02,17.82,0.62,2.83,0.9,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1131",2753,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,19.03,11.82,15,0.62,2.85,0.46,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1132",2754,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,21.81,12.89,16.77,0.59,2.87,0.49,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1133",2755,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,23.7,13.88,18.14,0.59,3.1,0.57,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1134",2756,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,24.19,14.4,18.66,0.6,3.13,0.48,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1135",2757,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,30.79,17.32,23.09,0.56,3.19,0.71,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1136",2758,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,25.56,13.82,18.79,0.54,3.69,0.6,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1137",2759,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,32.82,18.23,24.46,0.56,3.73,0.64,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1138",2760,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,37.85,20.78,28.05,0.55,3.78,1.04,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1139",2761,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,28.96,16.36,21.77,0.57,3.8,0.41,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1140",2762,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,37.56,21.52,28.43,0.57,4.87,1.21,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,13
"1141",2763,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,32.37,18.24,24.3,0.56,3.19,1.26,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1142",2764,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,31.47,18.21,23.94,0.58,3.36,0.81,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1143",2765,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,34.75,19.42,25.98,0.56,3.36,0.89,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1144",2766,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,31.14,17.98,23.66,0.58,3.53,1.07,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1145",2767,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,30.82,18.37,23.79,0.6,3.63,0.78,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1146",2768,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,33.16,19.35,25.33,0.58,3.74,0.73,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1147",2769,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,33.82,18.63,25.1,0.55,3.84,1.14,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1148",2770,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,33.67,19.82,25.83,0.59,3.86,1.36,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1149",2771,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,32.02,18.93,24.62,0.59,3.91,0.81,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1150",2772,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,33.29,18.91,25.09,0.57,3.92,0.77,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1151",2773,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,34.47,19.82,26.14,0.58,3.95,1.17,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1152",2774,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,33.83,20.52,26.35,0.61,4.22,1.22,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1153",2775,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,31.37,19.03,24.43,0.61,4.33,0.88,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,13
"1154",2776,"SBNHM","8852","King","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.3,"Anthropocene",NA,1960,1960,"Spring",5,16.39862,1.580006,10.47,5.89,7.85,0.56,1.23,0.24,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,6
"1155",2777,"SBNHM","8852","King","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.3,"Anthropocene",NA,1960,1960,"Spring",5,16.39862,1.580006,13.33,8.22,10.47,0.62,1.27,0.43,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,6
"1156",2778,"SBNHM","8852","King","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.3,"Anthropocene",NA,1960,1960,"Spring",5,16.39862,1.580006,14.91,9.79,12.08,0.66,1.9,0.65,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,6
"1157",2779,"SBNHM","8852","King","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.3,"Anthropocene",NA,1960,1960,"Spring",5,16.39862,1.580006,18.64,10.97,14.3,0.59,2.39,0.65,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,6
"1158",2780,"SBNHM","8852","King","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.3,"Anthropocene",NA,1960,1960,"Spring",5,16.39862,1.580006,31.68,17.6,23.61,0.56,3.08,1.25,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,6
"1159",2781,"SBNHM","8852","King","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.3,"Anthropocene",NA,1960,1960,"Spring",5,16.39862,1.580006,22.16,12.73,16.8,0.57,3.11,0.46,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,6
"1160",2789,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,19.34,11.73,15.06,0.61,1.6,0.29,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1161",2790,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,18.9,9.85,13.64,0.52,1.65,0.26,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1162",2792,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,13.68,8.5,10.78,0.62,1.96,0.24,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1163",2793,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,17.96,10.67,13.84,0.59,2.12,0.26,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1164",2794,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,16.71,8.94,12.22,0.54,2.12,0.48,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1165",2795,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,14.43,8.84,11.29,0.61,2.13,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1166",2796,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,17.6,9.83,13.15,0.56,2.15,0.42,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1167",2797,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,17.52,8.7,12.35,0.5,2.21,0.24,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1168",2798,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,18.13,10.6,13.86,0.59,2.37,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
