"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"1108",1246,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,15.97,10.02,12.65,0.63,2.61,0.31,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA
"1109",1247,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,18.65,11.5,14.64,0.62,2.64,0.35,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA
"1110",1248,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,18.2,11.9,14.72,0.65,2.77,0.3,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA
"1111",1249,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,20.02,13.01,16.14,0.65,2.96,0.52,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA
"1112",1250,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,21.92,13.08,16.93,0.6,3.06,0.31,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA
"1113",1251,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,22.98,13.16,17.39,0.57,3.25,0.4,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA
"1114",1252,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,19.72,12.23,15.53,0.62,2.88,0.62,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1115",1253,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,24.08,13.56,18.07,0.56,3.07,0.77,"algae forest","subtidal",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1116",1254,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,24.76,13.71,18.42,0.55,3.24,0.56,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1117",1255,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,21.53,13.52,17.06,0.63,3.25,0.55,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1118",1256,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,23.5,13.84,18.03,0.59,3.39,0.31,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1119",1257,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,26.63,14.82,19.87,0.56,3.42,0.47,"algae forest","subtidal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1120",1258,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,27.88,17.41,22.03,0.62,3.63,0.47,"algae forest","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1121",1259,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,24.49,14.74,19,0.6,3.66,0.54,"algae forest","subtidal",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1122",1260,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,26.13,14.64,19.56,0.56,3.73,0.48,"algae forest","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1123",1261,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,30.44,18.17,23.52,0.6,4.09,0.75,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1124",1262,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,29.31,15.93,21.61,0.54,4.1,0.29,"algae forest","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1125",1263,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,27.76,15.72,20.89,0.57,4.14,0.24,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1126",1264,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,35.92,18.91,26.06,0.53,4.2,0.51,"algae forest","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1127",1265,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,30.72,17.19,22.98,0.56,4.32,0.68,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1128",1266,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,30.08,17.53,22.96,0.58,4.47,0.57,"algae forest","subtidal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1129",1267,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,31.27,17.63,23.48,0.56,4.49,0.63,"algae forest","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1130",1268,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,31.07,17.53,23.34,0.56,4.59,0.46,"algae forest","subtidal",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1131",1269,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,33.89,19.2,25.51,0.57,4.75,0.78,"algae forest","subtidal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1132",1270,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,38.71,22.52,29.53,0.58,5.45,0.51,"algae forest","subtidal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA
"1133",1271,"LACM-M","40-165.7","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South side of Santa Cruz Island","National Park","Large",33.97,-119.63,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,9.55,5.52,7.26,0.58,1.43,0.22,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.609030008,1.609030008,"no",NA
"1134",1272,"LACM-M","40-165.7","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South side of Santa Cruz Island","National Park","Large",33.97,-119.63,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,11.99,6.92,9.11,0.58,1.77,0.12,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.609030008,1.609030008,"no",NA
"1135",1273,"LACM-M","40-165.7","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South side of Santa Cruz Island","National Park","Large",33.97,-119.63,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,13.1,7.63,10,0.58,1.91,0.19,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.609030008,1.609030008,"no",NA
"1136",1274,"LACM-M","40-165.7","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South side of Santa Cruz Island","National Park","Large",33.97,-119.63,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,17,9.59,12.77,0.56,2.49,0.19,"sand","deep",0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.609030008,1.609030008,"no",NA
"1137",1275,"LACM-M","40-165.7","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South side of Santa Cruz Island","National Park","Large",33.97,-119.63,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,21.77,12.7,16.63,0.58,2.52,0.87,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.609030008,1.609030008,"no",NA
"1138",1276,"LACM-M","40-165.7","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South side of Santa Cruz Island","National Park","Large",33.97,-119.63,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,28.86,16.8,22.02,0.58,3.39,1.02,"sand","deep",1,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.609030008,1.609030008,"no",NA
"1139",1277,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,14.73,8.54,11.22,0.58,2.22,0.26,"algae forest","subtidal",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1140",1278,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,18.36,11.75,14.69,0.64,2.45,0.58,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1141",1279,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,16.66,10.47,13.21,0.63,2.54,0.66,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1142",1280,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,20.47,11.54,15.37,0.56,2.77,0.45,"algae forest","subtidal",1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1143",1281,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,22.46,12.86,17,0.57,2.85,0.4,"algae forest","subtidal",1,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1144",1282,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,23.17,13.49,17.68,0.58,3.11,1.43,"algae forest","subtidal",1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1145",1283,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,23.61,13.16,17.63,0.56,3.52,1.04,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1146",1284,"LACM-M","40-160.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,29.4,17.33,22.57,0.59,4.03,0.87,"algae forest","subtidal",0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1147",1285,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,17.22,10.07,13.17,0.59,2.21,0.36,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1148",1286,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,17.04,9.56,12.76,0.56,2.23,0.33,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1149",1287,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,17.53,10.4,13.5,0.59,2.25,0.3,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1150",1288,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,16.62,10.01,12.9,0.6,2.34,0.31,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1151",1289,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,16.27,10.01,12.76,0.62,2.36,0.24,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1152",1290,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,20.91,12.54,16.19,0.6,2.5,0.41,"rocky reef or intertidal","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1153",1291,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,15.63,9.78,12.36,0.63,2.51,0.4,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1154",1292,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,18.02,10.79,13.94,0.6,2.56,0.33,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1155",1293,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,20.8,12.27,15.98,0.59,2.61,0.38,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1156",1294,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,17.64,11.23,14.07,0.64,2.65,0.4,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1157",1295,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,24.55,14.59,18.93,0.59,2.88,0.35,"rocky reef or intertidal","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1158",1296,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,19.24,12.18,15.31,0.63,2.97,0.39,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1159",1297,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,31.02,18.01,23.64,0.58,3.21,0.82,"rocky reef or intertidal","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1160",1298,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,27.81,16.27,21.27,0.59,3.21,1.01,"rocky reef or intertidal","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1161",1299,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,14.12,8.62,11.03,0.61,1.95,0.56,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1162",1300,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,16.66,10.05,12.94,0.6,2.4,0.44,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1163",1301,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,19.26,10.45,14.19,0.54,2.49,0.4,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1164",1302,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,20.44,11.86,15.57,0.58,2.75,0.35,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1165",1303,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,25.01,13.63,18.46,0.55,3.28,0.36,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1166",1304,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,31.03,16.97,22.95,0.55,3.5,0.62,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1167",1305,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,35.33,18.72,25.72,0.53,3.78,1.12,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1168",1306,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,28.1,17.84,22.39,0.64,3.85,0.65,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1169",1307,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,31.82,18.17,24.05,0.57,4.09,1.22,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1170",1308,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,34.73,19.87,26.27,0.57,4.12,1.55,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
