Specimen_Number,Collection,Lot_Number,Collector,Ecoregion,County,Location,Site,Land_Category,Island_Size,SoCal_Group,MPA,Latitude,Longitude,Mean_SST,Mean_SST_Sdev,Year,Season,Month,Epoch,Formation,Length_mm,Width_mm,Globosity_WoverL,Aperture_mm,Thickness_mm,Habitat,Depth,BRY,BAR,LMP,TWS,COR,ALG,SCR,BOR_TAP,BOR_STR,BOR_INC,Image_url
498,LACM-M,52-18.3,VeleroIV,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Howland's Landing,Island,Large,CAT,no,33.46,-118.52,15.7592895,1.243829511,1952,Summer,8,Anthropocene,,19.55,12.23,0.63,3.03,0.3,sand,subtidal,1,0,0,0,0,0,0,0,0,0,
499,LACM-M,52-18.3,VeleroIV,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Howland's Landing,Island,Large,CAT,no,33.46,-118.52,15.7592895,1.243829511,1952,Summer,8,Anthropocene,,21.68,12.7,0.59,3.28,0.4,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
500,LACM-M,52-18.3,VeleroIV,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Howland's Landing,Island,Large,CAT,no,33.46,-118.52,15.7592895,1.243829511,1952,Summer,8,Anthropocene,,24.87,14.49,0.58,3.44,0.54,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
501,LACM-M,52-19.2,VeleroIV,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Howland's Landing,Island,Large,CAT,no,33.46,-118.52,15.7592895,1.243829511,1952,Summer,8,Anthropocene,,18.7,11.25,0.6,2.88,0.19,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
502,LACM-M,52-19.2,VeleroIV,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Howland's Landing,Island,Large,CAT,no,33.46,-118.52,15.7592895,1.243829511,1952,Summer,8,Anthropocene,,12.48,7.52,0.6,1.9,0.23,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
503,LACM-M,52-19.2,VeleroIV,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Howland's Landing,Island,Large,CAT,no,33.46,-118.52,15.7592895,1.243829511,1952,Summer,8,Anthropocene,,10.97,7.04,0.64,1.95,0.24,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
2048,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,13.22,7.12,0.54,1.89,0.31,,,0,0,0,0,0,0,0,0,0,0,
2049,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,16.25,7.87,0.48,1.91,0.38,,,0,0,0,0,0,0,0,0,0,0,
2050,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,14.35,6.84,0.48,1.93,0.55,,,0,0,0,0,0,0,0,0,0,0,
2051,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,16.25,7.83,0.48,2.01,0.45,,,0,0,0,0,0,0,0,0,0,0,
2052,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,16.23,7.74,0.48,2.05,0.39,,,0,0,0,0,0,0,0,0,0,0,
2053,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,18.2,8.92,0.49,2.13,0.34,,,0,0,0,0,0,0,0,0,0,0,
2054,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,20,10.04,0.5,2.16,0.57,,,0,0,0,0,0,0,0,0,0,0,
2055,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,17.32,9.27,0.54,2.19,0.61,,,0,0,0,0,0,0,0,0,0,0,
2056,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.5,10.99,0.49,2.21,0.53,,,0,0,0,0,0,0,0,0,0,0,
2057,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.7,11.12,0.49,2.31,0.55,,,0,0,0,0,0,0,0,0,0,0,
2058,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,20.16,10.24,0.51,2.31,0.71,,,0,0,0,0,0,0,0,0,0,0,
2059,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,21.84,10.59,0.49,2.32,0.79,,,0,0,0,0,0,0,0,0,0,0,
2060,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.59,12.01,0.53,2.34,0.71,,,0,0,0,0,0,0,0,0,0,0,
2061,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.85,11.98,0.52,2.37,0.91,,,0,0,0,0,0,0,0,0,0,0,
2062,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.38,11.61,0.52,2.38,0.64,,,0,0,0,0,0,0,0,0,0,0,
2063,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,21.26,10.92,0.51,2.45,0.75,,,0,0,0,0,0,0,0,0,0,0,
2064,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,23.99,12.34,0.51,2.52,0.66,,,0,0,0,0,0,0,0,0,0,0,
2065,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,21.31,10.56,0.5,2.54,0.63,,,0,0,0,0,0,0,0,0,0,0,
2066,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,21.71,10.87,0.5,2.54,0.66,,,0,0,0,0,0,0,0,0,0,0,
2067,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,21.34,10.8,0.51,2.58,0.67,,,0,0,0,0,0,0,0,0,0,0,
2068,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.26,11.92,0.54,2.63,0.54,,,0,0,0,0,0,0,0,0,0,0,
2069,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,23.02,11.21,0.49,2.66,0.5,,,0,0,0,0,0,0,0,0,0,0,
2070,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,21.16,11.32,0.54,2.75,0.64,,,0,0,0,0,0,0,0,0,0,0,
2071,MCZ,198523,Fitch,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,24.81,13.44,0.54,3.05,0.3,,,0,0,0,0,0,0,0,0,0,0,
2725,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,10.85,5.91,0.55,1.4,0.16,,,0,0,0,0,0,0,0,0,0,0,
2726,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,12.12,6.86,0.57,1.54,0.36,,,0,0,0,0,0,0,0,0,0,0,
2727,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,16.9,9.39,0.56,1.67,0.48,,,0,0,0,0,0,0,0,0,0,0,
2728,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,13.42,7.83,0.58,1.68,0.35,,,0,0,0,0,0,0,0,0,0,0,
2729,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,14.19,8.74,0.62,1.81,0.6,,,0,0,0,0,0,0,0,0,0,0,
2730,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,14.28,8.78,0.62,1.9,0.43,,,0,0,0,0,0,0,0,0,0,0,
2731,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,16.92,9.94,0.59,2.01,0.35,,,0,0,0,0,0,0,0,0,0,0,
2732,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,17.11,9.38,0.55,2.03,0.49,,,0,0,0,0,0,0,0,0,0,0,
2733,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,19.34,11.27,0.58,2.31,0.47,,,1,0,0,0,0,0,0,0,0,0,
2734,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,19.94,11.28,0.57,2.44,0.71,,,0,0,0,0,0,0,0,0,0,0,
2735,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,24.64,13.12,0.53,2.48,0.39,,,0,0,0,0,0,0,0,0,0,0,
2736,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,23,12.62,0.55,2.53,0.59,,,0,0,0,0,0,0,0,0,0,0,
2737,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,20.52,11.88,0.58,2.6,0.43,,,0,0,0,0,0,0,0,0,0,0,
2738,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.39,12.9,0.58,2.65,0.45,,,0,0,0,0,0,0,0,0,0,0,
2739,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.1,12,0.54,2.67,0.52,,,0,0,0,0,0,0,0,0,0,0,
2740,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.17,12.29,0.55,2.68,0.5,,,0,0,0,0,0,0,0,0,0,0,
2741,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,20.49,10.34,0.51,2.69,0.63,,,1,0,0,0,0,0,0,0,0,0,
2742,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.31,13.05,0.59,2.72,0.37,,,0,0,0,0,0,0,0,0,0,0,
2743,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,27.52,16.52,0.6,2.77,0.34,,,0,0,0,0,0,0,0,0,0,0,
2744,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,25.35,13.86,0.55,2.89,0.46,,,0,0,0,0,0,0,0,0,0,0,
2745,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,20.66,12.2,0.59,2.94,0.51,,,0,0,0,0,0,0,0,0,0,0,
2746,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,27.45,14.51,0.53,3.1,0.67,,,0,0,0,0,0,0,0,0,0,0,
2747,SBNHM,118440,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,23.83,13.36,0.56,3.15,0.55,,,0,0,0,0,0,0,1,0,0,0,
2748,SBNHM,118441,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.72,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,24.35,13.97,0.57,2.9,0.47,,,0,0,0,0,0,0,0,0,0,0,
2749,SBNHM,118441,Fitch,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.72,-118.32,15.96459651,1.796097427,1953,Winter,2,Anthropocene,,22.48,12.2,0.54,3.14,0.35,,,0,0,0,0,0,0,0,0,0,0,
507,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,11.51,7.12,0.62,1.82,0.21,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
508,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,12.28,7.41,0.6,1.93,0.17,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
509,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,12.38,7.87,0.64,2.01,0.26,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
510,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,13.39,8.04,0.6,2.08,0.32,rocky reef or intertidal,subtidal,1,0,0,0,0,0,0,0,0,0,
511,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,16.49,9.44,0.57,2.28,0.34,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
512,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,16.26,10.4,0.64,2.44,0.36,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
513,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,19.66,11.02,0.56,2.66,0.28,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
514,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,20.47,11.76,0.57,2.74,0.36,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
515,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,18.61,10.19,0.55,2.77,0.32,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
516,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,19.61,11.47,0.59,2.82,0.26,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
517,LACM-M,1955-15.11,VeleroIV,Southern California Bight,Ventura,ANA,Ancapa Island: North of,Open,Small,National Park,no,34.01,-119.4,14.53948919,1.385574071,1955,Spring,4,Anthropocene,,19.58,11.61,0.59,2.82,0.43,rocky reef or intertidal,subtidal,0,0,0,0,0,0,0,0,0,0,
518,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,14.37,8.13,0.57,2.09,0.28,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
519,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,14.37,8.5,0.59,2.31,0.24,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
520,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,17.58,9.59,0.55,2.31,0.38,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
521,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,14.79,8.9,0.6,2.37,0.26,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
522,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,14.94,8.56,0.57,2.4,0.16,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
523,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,17.3,9.91,0.57,2.41,0.46,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
524,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,15.86,8.87,0.56,2.42,0.21,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
525,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,15.75,9.3,0.59,2.45,0.2,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
526,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,17.05,9.72,0.57,2.52,0.31,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
527,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,16.21,9.11,0.56,2.55,0.22,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
528,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,17.57,9.72,0.55,2.62,0.32,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
529,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,19.37,10.93,0.56,2.63,0.37,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
530,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,17.82,10.16,0.57,2.66,0.29,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
531,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,18.42,10.54,0.57,2.67,0.34,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
532,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,19.83,10.33,0.52,2.68,0.4,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
533,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,18.09,10.08,0.56,2.72,0.41,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
534,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,17.34,9.8,0.57,2.75,0.23,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
535,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,19.06,10.86,0.57,2.93,0.49,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
536,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,20.24,12.43,0.61,3.05,0.43,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
537,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,23.65,13.94,0.59,3.11,0.48,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
538,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,24.27,13.96,0.58,3.17,0.72,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
539,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,23.75,13.71,0.58,3.19,0.6,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
540,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,23.49,13.47,0.57,3.21,0.46,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
541,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,21.8,13.29,0.61,3.25,0.76,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
542,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,20.57,11.66,0.57,3.37,0.36,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
543,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,25.47,14.33,0.56,3.49,0.63,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
544,LACM-M,55-24.3,VeleroIV,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.72,-118.34,15.51361481,1.594619178,1955,Spring,5,Anthropocene,,27.16,15.53,0.57,4.05,0.71,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
545,LACM-M,57-17.5,VeleroIV,Southern California Bight,Los Angeles,LA,Palos Verdes: Point Vincente,Coastal,,Los Angeles,no,33.74,-118.39,16.84203339,1.877503874,1957,Winter,1,Anthropocene,,12.94,7.01,0.54,2.02,0.17,,subtidal,0,0,0,0,0,0,0,0,0,0,
546,LACM-M,57-17.5,VeleroIV,Southern California Bight,Los Angeles,LA,Palos Verdes: Point Vincente,Coastal,,Los Angeles,no,33.74,-118.39,16.84203339,1.877503874,1957,Winter,1,Anthropocene,,12.91,7.26,0.56,2.02,0.19,,subtidal,0,0,0,0,0,0,0,0,0,0,
