"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
2113,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,16.19,9.09,12.13,0.56,2.14,0.65,NA,NA,"1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.469110012","5.469110012","no",NA
2114,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,16.25,8.41,11.69,0.52,2.24,0.57,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.469110012","5.469110012","no",NA
2115,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,19.93,9.52,13.77,0.48,2.25,0.57,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.469110012","5.469110012","no",NA
2116,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,19.72,10.44,14.35,0.53,2.27,0.37,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.469110012","5.469110012","no",NA
2117,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,16.32,8.27,11.62,0.51,2.34,0.66,NA,NA,"1","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.469110012","5.469110012","no",NA
2118,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,23.57,12.56,17.21,0.53,2.52,0.54,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.517509937",NA,"no",NA
2119,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,25.01,11.15,16.7,0.45,2.56,0.7,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.517509937",NA,"no",NA
2120,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,20.22,10.29,14.42,0.51,2.6,0.77,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.517509937",NA,"no",NA
2121,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,24.16,11.96,17,0.5,2.83,1.01,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.517509937",NA,"no",NA
2122,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,27.06,13.47,19.09,0.5,2.96,0.8,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.517509937",NA,"no",NA
2123,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,21.98,10.77,15.39,0.49,3.05,0.5,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.517509937",NA,"no",NA
2124,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,29.67,15.28,21.29,0.52,2.92,0.75,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.97867012","6.97867012","no",NA
2125,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,28.72,15.8,21.3,0.55,3.22,0.44,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.97867012","6.97867012","no",NA
2126,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,25.55,13.91,18.85,0.54,3.43,0.35,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.97867012","6.97867012","no",NA
2127,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,31.91,18.05,24,0.57,3.74,0.43,NA,NA,"0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.97867012","6.97867012","no",NA
2128,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,28.16,16.11,21.3,0.57,3.75,0.45,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.97867012","6.97867012","no",NA
2129,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,32.29,16.58,23.14,0.51,3.75,0.52,NA,NA,"0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.97867012","6.97867012","no",NA
2130,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,31.47,17.12,23.21,0.54,3.86,0.5,NA,NA,"0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.97867012","6.97867012","no",NA
2131,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,30.6,16.32,22.35,0.53,3.92,0.62,NA,NA,"0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.97867012","6.97867012","no",NA
2132,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,7.88,4.61,6.03,0.59,0.98,0.29,NA,"deep","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2133,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,8.07,5.12,6.43,0.63,1.09,0.34,NA,"deep","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2134,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,8.61,5.09,6.62,0.59,1.18,0.14,NA,"deep","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2135,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,9.93,6.04,7.74,0.61,1.43,0.23,NA,"deep","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2136,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,11.45,6.68,8.75,0.58,1.44,0.34,NA,"deep","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2137,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,11.95,7.25,9.31,0.61,1.79,0.3,NA,"deep","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2138,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,13.22,8.28,10.46,0.63,1.98,0.22,NA,"deep","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2139,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,23.5,12.96,17.45,0.55,2.79,0.53,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2140,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,23.92,13.72,18.12,0.57,2.84,0.71,NA,NA,"1","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2141,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,24.99,13.86,18.61,0.56,2.92,0.81,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2142,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,25.77,14.56,19.37,0.57,3.13,0.69,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2143,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,27.61,15.03,20.37,0.54,3.21,0.68,NA,NA,"0","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2144,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,29.68,16.49,22.12,0.56,3.92,0.67,NA,NA,"1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176.0579987","176.0579987","no",NA
2145,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,28.41,14.61,20.37,0.51,2.95,0.63,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2146,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,29.54,15.58,21.45,0.53,3.02,0.82,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2147,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,32.75,17.39,23.86,0.53,3.05,0.88,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2148,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,38.66,22.01,29.17,0.57,3.61,1.22,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2149,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,31.16,15.76,22.16,0.51,3.64,0.65,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2150,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,40.87,21.14,29.39,0.52,3.94,0.68,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2151,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,40.8,22.69,30.43,0.56,3.94,1.41,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2152,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,36.91,20.24,27.33,0.55,4.27,0.68,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2153,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,38.47,22.99,29.74,0.6,4.38,0.95,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.288750172","7.288750172","no",NA
2154,"MCZ","326452","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,5.89,3.5,4.54,0.59,0.78,0.25,NA,"subtidal","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272.04599","272.04599","no",NA
2155,"MCZ","326452","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,8.81,5.02,6.65,0.57,1.17,0.17,NA,"subtidal","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272.04599","272.04599","no",NA
2156,"MCZ","326452","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,7.38,4.48,5.75,0.61,1.24,0.29,NA,"subtidal","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272.04599","272.04599","no",NA
2157,"MCZ","323204","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,12.09,6.08,8.57,0.5,1.79,0.34,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272.04599","272.04599","no",NA
2158,"MCZ","323204","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,15.23,7.74,10.86,0.51,2.08,0.8,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272.04599","272.04599","no",NA
2159,"MCZ","323204","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,21.35,11.69,15.8,0.55,2.7,0.66,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272.04599","272.04599","no",NA
2160,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,35.44,19.51,26.3,0.55,4.07,1.06,NA,"subtidal","0","0","0","1","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2161,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,38.54,20.12,27.85,0.52,4.2,1.19,NA,"subtidal","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2162,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,43.93,22.07,31.14,0.5,4.29,0.87,NA,"subtidal","0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2163,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,36.84,21.36,28.05,0.58,4.58,1.08,NA,"subtidal","0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2164,"MCZ","326458","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,NA,NA,17.33746147,1.693154134,38.94,21.25,28.77,0.55,4.51,0.87,NA,"subtidal","0","1","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2165,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30.76,17.77,23.38,0.58,3.37,0.75,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2166,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30.61,17.16,22.92,0.56,3.4,0.66,NA,NA,"0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2167,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,33.25,18.78,24.99,0.57,3.59,1.4,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2168,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,29.14,17.25,22.42,0.59,3.84,0.63,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2169,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30,17.11,22.66,0.57,4.13,0.75,NA,NA,"0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2170,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,37.76,20.66,27.93,0.55,4.27,1.23,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6060028","137.6060028","no",NA
2171,"MCZ","326458","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,NA,NA,17.33746147,1.693154134,45.86,22.35,32.02,0.49,4.69,1.08,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2172,"MCZ","323202","Burch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,12.89,5.93,8.74,0.46,1.81,0.5,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.544393003","0.544393003","no",NA
2173,"MCZ","323202","Burch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,17.08,7.4,11.24,0.43,1.91,0.74,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.544393003","0.544393003","no",NA
2174,"MCZ","323202","Burch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,15.07,7.09,10.34,0.47,2.2,0.49,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.544393003","0.544393003","no",NA
2175,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,7.15,4.11,5.42,0.58,0.86,0.2,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.89210033","15.89210033","no",NA
2176,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,8.75,4.92,6.56,0.56,0.87,0.5,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.89210033","15.89210033","no",NA
2177,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,9.46,5.42,7.16,0.57,1.02,0.2,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.89210033","15.89210033","no",NA
2178,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,9.75,5.99,7.64,0.61,1.18,0.18,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.89210033","15.89210033","no",NA
2179,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,9.91,6.02,7.72,0.61,1.29,0.3,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.89210033","15.89210033","no",NA
2180,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,10.9,6.75,8.58,0.62,1.32,0.25,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.89210033","15.89210033","no",NA
2181,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,10.53,6.51,8.28,0.62,1.44,0.23,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.89210033","15.89210033","no",NA
