"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
236,"CAS","204236","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.59","-117.88","Holocene",NA,1910,1916,NA,NA,15.14970239,1.500141934,25.4,13.72,18.67,0.54,3.05,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA
237,"CAS","204236","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.59","-117.88","Holocene",NA,1910,1916,NA,NA,15.14970239,1.500141934,29.46,15.24,21.19,0.52,3.3,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA
238,"CAS","204236","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.59","-117.88","Holocene",NA,1910,1916,NA,NA,15.14970239,1.500141934,28.19,15.49,20.9,0.55,3.56,0.51,NA,"intertidal",0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA
28,"CAS","205081","Barber","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,"35.34","-120.83","Anthropocene",NA,1950,1959,"Summer",8,15.82016516,1.361919374,28.19,16.51,21.57,0.59,3.81,0.76,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,121.9979825,349.6273242,1487,4.972013281,NA,NA,NA,NA,NA,NA,10.24050045,10.24050045,"no",NA
29,"CAS","205081","Barber","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,"35.34","-120.83","Anthropocene",NA,1950,1959,"Summer",8,15.82016516,1.361919374,36.58,21.84,28.26,0.6,4.06,1.02,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,121.9979825,349.6273242,1487,4.972013281,NA,NA,NA,NA,NA,NA,10.24050045,10.24050045,"no",NA
30,"CAS","205081","Barber","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,"35.34","-120.83","Anthropocene",NA,1950,1959,"Summer",8,15.82016516,1.361919374,39.12,20.83,28.55,0.53,4.32,1.02,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,121.9979825,349.6273242,1487,4.972013281,NA,NA,NA,NA,NA,NA,10.24050045,10.24050045,"no",NA
2165,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,"33.9","-118.42","Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30.76,17.77,23.38,0.58,3.37,0.75,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA
2166,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,"33.9","-118.42","Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30.61,17.16,22.92,0.56,3.4,0.66,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA
2167,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,"33.9","-118.42","Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,33.25,18.78,24.99,0.57,3.59,1.4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA
2168,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,"33.9","-118.42","Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,29.14,17.25,22.42,0.59,3.84,0.63,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA
2169,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,"33.9","-118.42","Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30,17.11,22.66,0.57,4.13,0.75,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA
2170,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,"33.9","-118.42","Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,37.76,20.66,27.93,0.55,4.27,1.23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA
278,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.61","-117.92","Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,15.44,8.85,11.69,0.57,1.95,0.28,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA
279,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.61","-117.92","Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,18.81,10.79,14.25,0.57,1.97,0.58,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA
280,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.61","-117.92","Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,17.62,9.52,12.95,0.54,2.2,0.46,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA
281,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.61","-117.92","Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,21.03,11.81,15.76,0.56,2.22,0.46,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA
282,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.61","-117.92","Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,19.23,9.87,13.78,0.51,2.33,0.24,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA
283,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,"33.61","-117.92","Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,19.55,11.01,14.67,0.56,2.75,0.23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA
78,"CAS","217493","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,9.91,6.1,7.78,0.62,1.27,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
79,"CAS","217493","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,17.78,10.41,13.6,0.59,2.29,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
80,"CAS","217493","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,22.61,13.46,17.45,0.6,3.3,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
71,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,13.46,8.13,10.46,0.6,1.52,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
72,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,12.45,7.87,9.9,0.63,1.52,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
73,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,13.72,8.89,11.04,0.65,1.78,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
74,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,"Summer",8,15.35423867,2.342125641,17.78,10.41,13.6,0.59,2.03,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
75,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,15.49,9.65,12.23,0.62,2.03,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
76,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,"Summer",8,15.35423867,2.342125641,18.54,11.43,14.56,0.62,2.03,1.02,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
77,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large","33.35","-118.32","Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,15.49,9.91,12.39,0.64,2.29,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
85,"CAS","217495","Wicksten","Southern California Bight","San Diego","Coastal","SD","La Jolla: Nicholson Point ","San Diego",NA,"32.85","-117.28","Anthropocene",NA,1970,1973,NA,NA,15.54931625,1.299621943,12.19,7.37,9.48,0.6,1.78,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40200043,18.40200043,"no",NA
86,"CAS","217495","Wicksten","Southern California Bight","San Diego","Coastal","SD","La Jolla: Nicholson Point ","San Diego",NA,"32.85","-117.28","Anthropocene",NA,1970,1973,NA,NA,15.54931625,1.299621943,17.78,9.65,13.1,0.54,2.54,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40200043,18.40200043,"no",NA
87,"CAS","217495","Wicksten","Southern California Bight","San Diego","Coastal","SD","La Jolla: Nicholson Point ","San Diego",NA,"32.85","-117.28","Anthropocene",NA,1970,1973,NA,NA,15.54931625,1.299621943,21.84,12.45,16.49,0.57,2.54,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40200043,18.40200043,"no",NA
84,"CAS","217499","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large","33.44","-118.5","Anthropocene",NA,1970,1972,NA,NA,15.98141154,2.347269146,25.65,15.24,19.77,0.59,3.81,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,191.3018868,439.7427099,265,3.722841747,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
47,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,12.45,7.11,9.41,0.57,1.52,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
48,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,10.16,6.35,8.03,0.63,1.78,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
49,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,15.75,8.89,11.83,0.57,2.03,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
50,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,10.92,6.86,8.66,0.63,2.03,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
51,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,12.7,8.13,10.16,0.64,2.03,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
52,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,19.05,10.67,14.26,0.56,2.29,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
53,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,18.29,10.41,13.8,0.57,2.54,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
54,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,15.24,9.4,11.97,0.62,3.05,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
55,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,30.73,16.26,22.35,0.53,3.05,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
56,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,19.05,11.43,14.76,0.6,3.05,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
57,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,28.7,14.99,20.74,0.52,3.56,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
58,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,22.61,12.19,16.6,0.54,3.56,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
59,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,"33.46","-117.68","Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,26.67,15.24,20.16,0.57,3.81,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
147,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,6.1,3.81,4.82,0.63,0.76,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
148,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,6.6,3.56,4.85,0.54,1.02,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
149,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,7.87,4.32,5.83,0.55,1.02,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
150,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,7.87,4.32,5.83,0.55,1.02,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
151,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,6.86,3.81,5.11,0.56,1.02,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
152,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,8.38,3.81,5.65,0.46,1.27,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
153,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,10.92,5.59,7.81,0.51,1.27,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
154,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,9.65,5.33,7.17,0.55,1.27,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
155,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,9.14,5.08,6.81,0.56,1.27,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
156,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,9.4,5.33,7.08,0.57,1.27,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
157,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,8.38,4.83,6.36,0.58,1.27,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
158,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,9.65,4.83,6.83,0.5,1.52,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
159,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,11.68,5.84,8.26,0.5,1.52,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
160,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,9.65,5.08,7,0.53,1.52,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
161,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,10.67,5.84,7.89,0.55,1.52,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
162,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,10.67,6.1,8.07,0.57,1.52,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
163,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,7.87,4.57,6,0.58,1.52,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
164,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,9.14,5.33,6.98,0.58,1.52,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
165,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,10.67,6.35,8.23,0.6,1.52,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
166,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,10.92,6.1,8.16,0.56,1.52,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
167,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,10.92,5.84,7.99,0.54,1.78,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
168,"CAS","217505","Smith","Southern California Bight","Baja California","Off Shore","SBC","Baja California: Off of Bahia Tortugas",NA,NA,"26.43","-117.25","Holocene",NA,1900,1901,NA,NA,18.80197207,1.692779385,10.92,6.1,8.16,0.56,1.78,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925208986,NA,"no",NA
