"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Data_Type"
2888,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.02,9.87,13.3363188324215,0.547724750277469,2.24,0.32,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1417,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,16.09,9.85,12.5891421471044,0.612181479179615,2.36,0.43,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
27,"ANSP","72518","Gaylord","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.92,"Anthropocene",NA,1980,1989,NA,NA,16.26013899,1.943248038,26.5,14.4,19.5345847153196,0.543396226415094,3.77,0.75,NA,NA,0,0,0,0,0,0,0,0,0,0,217.0272374,773.6440729,257,3.047932148,NA,NA,NA,NA,NA,NA,1722.869995,1722.869995,"no",NA,"Museum/Field"
915,"LACM-M","71-158.9","SEARCHER","Southern California Bight","Baja California","Off Shore","SBC","Isla de Cedros: South of",NA,NA,27.95,-115.14,"Anthropocene",NA,1970,1971,"Fall",10,17.64254769,2.681765586,14.19,7.3,10.1777698932526,0.514446793516561,1.67,0.46,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.34710026,NA,"no",NA,"Museum/Field"
1747,"LACM-M-IP","5868.12",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,12.24,4.4505,21.72,12.6,16.5430347880913,0.580110497237569,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1917,"LACM-M-IP","23605.146",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.72,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,24.1,13.36,17.9436896986099,0.554356846473029,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
641,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,9.2,5.53,7.13274140846281,0.601086956521739,1.06,0.23,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2517,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.456832294801,0.578947368421053,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
917,"LACM-M","71-158.9","SEARCHER","Southern California Bight","Baja California","Off Shore","SBC","Isla de Cedros: South of",NA,NA,27.95,-115.14,"Anthropocene",NA,1970,1971,"Fall",10,17.64254769,2.681765586,15.39,9.17,11.8796590860176,0.595841455490578,1.77,0.38,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.34710026,NA,"no",NA,"Museum/Field"
1046,"LACM-M","19999","Gregg","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Sacred Cove","Los Angeles",NA,33.74,-118.37,"Holocene",NA,1920,1923,"Spring",4,15.57184283,1.680995603,16.88,9.67,12.7761340005496,0.572867298578199,1.89,0.42,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209279001,0.209279001,"no",NA,"Museum/Field"
1737,"LACM-M-IP","5868.1",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,12.24,4.4505,15.67,9.15,11.9741596782405,0.583918315252074,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
615,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,16.75,9.8,12.8121036524062,0.585074626865672,2.58,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2741,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,20.49,10.34,14.5556380828873,0.504636408003904,2.69,0.63,NA,NA,1,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA,"Museum/Field"
2062,"MCZ","198523","Fitch","Southern California Bight","Los Angeles","Coastal","LA","Long Beach: South of ","Los Angeles",NA,33.68,-118.2,"Anthropocene",NA,1950,1953,"Winter",2,15.96459651,1.796097427,22.38,11.61,16.1192989922019,0.518766756032172,2.38,0.64,NA,NA,0,0,0,0,0,0,0,0,0,0,361.4195652,862.7487662,460,3.710002938,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1109,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,11.22,6.68,8.65734370346933,0.595365418894831,1.49,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
701,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,23.1,12.84,17.2221949820573,0.555844155844156,3.26,0.3,NA,"subtidal",0,0,0,0,0,0,0,1,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1255,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,21.53,13.52,17.0612309051838,0.62796098467255,3.25,0.55,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA,"Museum/Field"
1603,"LACM-M","41-18.8","III","Southern California Bight","Los Angeles","Off Shore","SCI","San Clemente Island: Wilson Cove","SCI","Medium",33.01,-118.56,"Holocene",NA,1940,1941,"Winter",2,17.33746147,1.693154134,8.5,5.36,6.74981481227448,0.630588235294118,1.01,0.41,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
941,"LACM-M","72-97.6","McLean","Southern California Bight","Santa Barbara","Off Shore","SBI","East of Santa Barbara Island","SBI","Small",33.48,-119.03,"Anthropocene",NA,1970,1972,"Summer",7,15.45927143,2.233162064,18.15,10.72,13.9487633860497,0.590633608815427,2.62,0.4,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,393.40625,450.8057918,32,0.930637365,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1064,"LACM-M","19999","Gregg","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Sacred Cove","Los Angeles",NA,33.74,-118.37,"Holocene",NA,1920,1923,"Spring",4,15.57184283,1.680995603,20.98,13.15,16.6098464773158,0.626787416587226,2.96,0.42,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209279001,0.209279001,"no",NA,"Museum/Field"
1470,"LACM-M","40-141.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,21.24,12.32,16.1764272940597,0.580037664783428,2.84,0.35,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1974,"LACM-M-IP","10130.21",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,31.74,-116.74,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.542,14.39,8.05,10.7628760096918,0.559416261292564,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
548,"LACM-M","57-17.5","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Anthropocene",NA,1950,1957,"Winter",1,16.84203339,1.877503874,13.91,7.86,10.4562230274607,0.565061107117182,2.19,0.21,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,497.3047337,902.7994701,338,3.151901961,NA,NA,NA,NA,NA,NA,8.762020111,8.762020111,"no",NA,"Museum/Field"
1382,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,15.51,8.9,11.7489999574432,0.573823339780787,2.11,0.38,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
1396,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.79,8.42,10.7755185490073,0.610587382160986,2.2,0.21,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
892,"LACM-M","71-100.4","McLean","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,1970,1971,"Summer",8,15.72503765,2.476800409,14.27,7.69,10.4755095341468,0.538892782060266,1.75,0.17,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.57990074,18.57990074,"no",NA,"Museum/Field"
1331,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,16.28,9.89,12.6889400660575,0.607493857493858,2.34,0.26,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
1964,"LACM-M-IP","8222.6",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.28,4.897,13.98,7.66,10.3482752186053,0.547925608011445,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2977,"SBNHM","49406","Grant","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.7,-118.29,"Holocene",NA,1930,1937,"Fall",11,16.06140431,2.019511418,30.2,16.23,22.1392411794081,0.537417218543046,3.66,0.42,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,"Museum/Field"
2330,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9.5,13.076696830622,0.527777777777778,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1232,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,13.78,8.45,10.7907831041125,0.613207547169811,1.94,0.24,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA,"Museum/Field"
530,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,17.82,10.16,13.4555267455421,0.570145903479237,2.66,0.29,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA,"Museum/Field"
1672,"LACM-M","41-187.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of White Cove","CAT","Large",33.39,-118.35,"Holocene",NA,1940,1941,"Fall",11,17.33746147,1.693154134,22.94,12.66,17.0417252647729,0.551874455100262,3.09,0.36,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1548,"LACM-M","41-74.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: South of Gull Island","National Park","Large",33.94,-119.83,"Holocene",NA,1940,1941,"Spring",4,16.8071719,1.521723823,17.61,10.71,13.733284385026,0.608177172061329,2.72,0.42,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29209995,10.29209995,"no",NA,"Museum/Field"
1692,"LACM-M","41-4.2","Velero III","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.88,"Holocene",NA,1940,1941,"Winter",1,17.53284725,1.738154979,21.6,12.83,16.6471619202794,0.593981481481481,2.9,0.25,"sand","intertidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.50080013,15.50080013,"no",NA,"Museum/Field"
555,"LACM-M","57-92.4","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.35,"Anthropocene",NA,1950,1957,"Spring",4,16.84203339,1.877503874,17.48,9.43,12.8388628779966,0.539473684210526,2.53,0.29,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA,"Museum/Field"
1143,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,19.97,11.92,15.4286227512374,0.596895343014522,2.81,0.45,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
636,"LACM-M","61-13.5","Watkins","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.28,"Anthropocene",NA,1960,1961,NA,NA,16.47469139,1.706518687,18.83,10.78,14.2473646685975,0.572490706319703,2.74,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,99.5129683,237.2379034,347,4.131947251,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
536,"LACM-M","55-24.3","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.72,-118.34,"Anthropocene",NA,1950,1955,"Spring",5,15.51361481,1.594619178,20.24,12.43,15.8613744675548,0.614130434782609,3.05,0.43,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,242.6744574,378.3677838,599,4.050709307,NA,NA,NA,NA,NA,NA,0.276226014,0.276226014,"no",NA,"Museum/Field"
243,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,18.18,10.17,13.5974482900285,0.559405940594059,2.3,2.49,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1029,"LACM-M","105593","Heim","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Point Diablo","National Park","Large",34.06,-119.76,"Holocene",NA,1910,1917,"Summer",8,14.51976109,2.08771505,24.94,14.73,19.1667994198301,0.590617481956696,3.48,0.21,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.883320093,3.883320093,"no",NA,"Museum/Field"
190,"CAS","185180","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.59,-117.88,"Holocene",NA,1910,1911,NA,NA,15.59793973,2.127915209,25.4,13.21,18.317587177355,0.52007874015748,2.79,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA,"Museum/Field"
899,"LACM-M","71-100.4","McLean","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,1970,1971,"Summer",8,15.72503765,2.476800409,14.95,9.15,11.6958325911412,0.612040133779264,2.07,0.36,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.57990074,18.57990074,"no",NA,"Museum/Field"
2835,"SBNHM","25842","Phillips","Southern California Bight","Orange","Off Shore","SLA","Doheny Beach","Los Angeles",NA,33.45,-117.68,"Anthropocene",NA,1960,1965,"Winter",1,16.5985,2.049891,24.6,14.05,18.5911269158166,0.571138211382114,3.13,0.47,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,178.4125,197.1292,240,3.462431,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
782,"LACM-M","67-38.5","McLean","Northern California","Santa Barbara","Off Shore","SMI","San Miguel Island","National Park","Medium",34.03,-120.3,"Anthropocene",NA,1960,1967,"Summer",8,15.64654819,1.860891252,28.25,15.8,21.1269969470344,0.55929203539823,4.07,0.51,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,298.9714286,301.2653204,35,2.773782733,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1361,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.2,8.14,10.365712710663,0.616666666666667,1.96,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
1291,"LACM-M","40-161.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.46,-118.49,"Holocene",NA,1940,1940,"Summer",9,16.74628806,1.192287243,15.63,9.78,12.3637130345216,0.625719769673704,2.51,0.4,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2946,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,24.65,12.35,17.4478508705227,0.501014198782961,2.6,0.53,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
1526,"LACM-M","41-61.3","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120.05,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,19.07,10.89,14.4108396701927,0.571054011536445,2.69,0.4,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
1333,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,15.77,9.74,12.3935386391458,0.617628408370323,2.54,0.28,"gravel","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
428,"LACM-M","46-32.7",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1946,"Fall",11,16.11941361,2.234166107,10.42,6.25,8.07000619578449,0.599808061420345,1.44,0.27,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA,"Museum/Field"
300,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,13.57,7.98,10.4061808556261,0.588061901252763,1.8,0.48,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,"Museum/Field"
2136,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,11.45,6.68,8.74562747891768,0.583406113537118,1.44,0.34,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,"Museum/Field"
2979,"SIO","M1692","Haugsness","Southern California Bight","San Diego","Coastal","SLA","San Onofre","Los Angeles",NA,33.37,-117.56,"Anthropocene",NA,1970,1979,"Fall",12,16.25031,1.935527,14.69,9.21,11.6316335912029,0.626957113682778,1.56,0.37,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,189.8864,390.8455,405,3.410698,NA,NA,NA,NA,NA,NA,0.12229,0.12229,"no",NA,"Museum/Field"
1891,"LACM-M-IP","17104.5",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.61,-117.87,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,13.18,7.17,9.7211419082328,0.544006069802731,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2848,"SBNHM","86028","Poorman","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Prisoner's Harbor","National Park","Large",34.02,-119.69,"Anthropocene",NA,1960,1969,"Winter",3,15.41581,1.473795,17.11,9.75,12.9159784762905,0.569842197545295,2.02,0.48,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1923,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,15.1,8.2,11.1274435518676,0.543046357615894,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2455,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,9,13.076696830622,0.473684210526316,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2634,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,7,10.9087121146357,0.411764705882353,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,NA,NA,"no",NA,"Museum/Field"
9,"ANSP","A469302","Stahl","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1973,"Winter",2,15.24884295,1.25306423,18.27,10.2,13.6511537973902,0.558292282430213,1.81,0.51,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,"Museum/Field"
